id,name,neighbourhood,host_name,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20881764,Trans Island Home for happy travelers II,Côte-des-Neiges-Notre-Dame-de-Grâce,Chris And Marc,45.49084,-73.64351,Private room,36.0,2.0,168.0,1/25/24,2.12,4,109,25.0,"301418, expires: 2024-04-30"
20881976,Trans Island Home for happy travelers III,Côte-des-Neiges-Notre-Dame-de-Grâce,Chris And Marc,45.49084,-73.64351,Private room,36.0,2.0,181.0,1/28/24,2.3,4,100,35.0,"301418, expires: 2024-04-30"
20887433,Nice Spacious Apartment,Outremont,Moshe,45.52418,-73.61085,Entire home/apt,80.0,31.0,31.0,12/27/23,0.39,1,105,3.0,
20966184,Liv MTL Avenue-1277 Big 3BR + Event-Ready Rooftop,Le Plateau-Mont-Royal,Liv MTL,45.53028846,-73.578894,Entire home/apt,328.0,2.0,116.0,2/18/24,1.51,47,352,23.0,"298470, expires: 2024-12-31"
20989609,Rare Penthouse in Old Montreal/Sq. Victoria,Ville-Marie,Elodie,45.50197,-73.55717,Entire home/apt,87.0,31.0,41.0,3/8/24,0.52,1,71,3.0,
21014939,App. Dandurand  #296326.Près du métro H-Beaugrand.,Mercier-Hochelaga-Maisonneuve,Maryse,45.60911,-73.51665,Entire home/apt,108.0,2.0,127.0,2/24/24,1.62,4,344,39.0,"296326, expires: 2024-08-01T00:00:00Z"
21037355,"Beautiful cachet 2 bedrooms, kitchen,living room",Le Sud-Ouest,Marlyn,45.47108,-73.58969,Entire home/apt,70.0,31.0,133.0,1/2/22,1.93,1,87,0.0,
21074676,"Bright, renovated, spacious 3 bedrooms, 2 bathroom",Côte-Saint-Luc,Martine & Albert,45.47358,-73.66415,Entire home/apt,227.0,3.0,135.0,2/26/24,1.72,2,308,26.0,"306553, expires: 2024-11-01T00:00:00Z"
21075561,"HWY 40 & 15N; 3-Bedrooms; 1,100 ft2; CITQ #300239",Ahuntsic-Cartierville,Raymond,45.54016,-73.65178,Private room,200.0,7.0,51.0,9/23/23,0.65,1,209,3.0,"300239, expires: 2024-09-30"
21076091,Plateau Bright Modern 2BD on Ave Laurier,Le Plateau-Mont-Royal,Nadim,45.53502,-73.57964,Entire home/apt,81.0,31.0,67.0,8/8/23,0.93,6,203,1.0,
21081169,Cozy Plateau Apartment,Le Plateau-Mont-Royal,Francis,45.53161,-73.56646,Entire home/apt,90.0,31.0,29.0,11/22/20,0.37,2,173,0.0,
21108606,Mystical 2 Floor Penthouse Loft In Old Montreal,Ville-Marie,Sam,45.50204,-73.55738,Entire home/apt,379.0,1.0,288.0,3/18/24,3.66,8,320,62.0,"312927, expires: 2024-04-19"
21134723,Spacious & Cozy | Plateau | Wifi | HD TV | Parking,Le Plateau-Mont-Royal,Alain,45.51798,-73.58137,Entire home/apt,110.0,1.0,188.0,2/24/24,2.39,6,256,47.0,"296087, expires: 2024-04-30"
21136120,Exotic 2 Floor Penthouse Loft With Terrace,Ville-Marie,Sam,45.50353,-73.55722,Entire home/apt,217.0,1.0,140.0,3/18/24,1.78,8,248,48.0,"313005, expires: 2024-05-04"
21153019,Little Burgundy Gem,Le Sud-Ouest,Rebekah,45.48448,-73.57363,Entire home/apt,150.0,5.0,58.0,3/10/24,0.87,1,219,21.0,"313382, expires: 2024-05-04"
21226498,Nice little apartment 15min from downtown/Airport,Lachine,Williams,45.4445,-73.6433,Entire home/apt,108.0,31.0,18.0,3/1/23,0.78,2,240,0.0,
21282704,❤️WOW❤️ -7 🛏-3BR-2🚽-1🚘FreeParking ❤️,Rosemont-La Petite-Patrie,Janet,45.54221,-73.5946,Entire home/apt,246.0,1.0,300.0,3/2/24,3.87,1,235,53.0,"297417, expires: 2025-02-28"
21374591,Spacious 2 bedroom flat trendy Villeray 1-24 March,Villeray-Saint-Michel-Parc-Extension,Catherine,45.54095,-73.62594,Entire home/apt,200.0,31.0,11.0,8/27/23,0.15,1,126,5.0,
21383588,Bright apt with private terrace last floor,Mercier-Hochelaga-Maisonneuve,Host-Me,45.5406,-73.54668,Entire home/apt,73.0,2.0,94.0,3/17/24,1.21,18,321,20.0,"299998, expires: 2024-11-30"
21397875,Magnificent ✦ In The Plateau Wifi + Renovated ✓,Le Plateau-Mont-Royal,Alain,45.5189,-73.58121,Entire home/apt,138.0,2.0,169.0,2/25/24,2.17,6,239,52.0,"296243, expires: 2024-05-31"
21472833,FREE PARKING ✸ UNIQUE ❤ of City ✸ Pool Table ✸,Le Plateau-Mont-Royal,Sam,45.51382589,-73.57225875,Entire home/apt,179.0,2.0,282.0,3/15/24,3.64,2,37,20.0,"316003, expires: 2024-10-11"
21476961,Special Sud-Ouest! 3 Bedroom Townhouse,Le Sud-Ouest,Martha,45.48421,-73.57432,Entire home/apt,105.0,31.0,97.0,9/28/23,1.25,1,186,3.0,
21515585,"L'IDÉAL2, métro Pie-ix, parking on street",Mercier-Hochelaga-Maisonneuve,Susan,45.551319,-73.552986,Entire home/apt,140.0,3.0,95.0,1/25/24,2.17,2,134,36.0,"294744, expires: 2024-09-30"
